date,holdings_count,long_count,short_count,total_long_weight,total_short_weight,net_weight,total_long_allocation,total_short_allocation,composition_json,top_holdings
2024-10-22T09:55:00,36,29,0,0.9999999999999987,0.0,0.9999999999999987,10000.000000000002,0.0,"{""NFLX"": 0.0151192835389667, ""NKE"": 0.0353558832447604, ""MSFT"": 0.1298093708718152, ""MMM"": 0.0819591719105759, ""MNST"": 0.0232475210180625, ""NOC"": 0.0, ""MRNA"": 0.0148178560535856, ""NVDA"": 0.1350625998908615, ""ULTA"": 0.001591680789391, ""PFE"": 0.0, ""PYPL"": 0.1920461218124463, ""SBUX"": 0.0016001693205832, ""TGT"": 0.0056513222068519, ""TSLA"": 0.0139891699237132, ""WMT"": 0.009754927678404, ""TXN"": 1.7817887476857027e-05, ""PEP"": 0.0150770869264981, ""META"": 0.0145013618287356, ""AVGO"": 0.0145448534728781, ""LMT"": 0.0025178186596551, ""LOW"": 0.0, ""AAPL"": 0.0144818282705595, ""ADBE"": 0.0144715122329693, ""BLK"": 0.0011794051442311, ""BRK-B"": 0.0145289544535195, ""CVX"": 2.8690099722853024e-05, ""DASH"": 0.1309641823262041, ""BMY"": 0.0, ""FTNT"": 0.0958911529751744, ""GD"": 0.0, ""GOOG"": 0.0118438625069473, ""HD"": 0.0001387767253576, ""HWM"": 0.0, ""IVZ"": 0.0029765594216474, ""KO"": 0.0, ""DG"": 0.0068310588084045}","PYPL:0.192, NVDA:0.135, DASH:0.131, MSFT:0.130, FTNT:0.096"
2024-10-24T09:55:00,39,27,0,0.9999999999999988,0.0,0.9999999999999988,9999.999999999998,0.0,"{""NKE"": 0.0257674007055965, ""MMM"": 0.0494081532906215, ""MNST"": 0.0140145032619486, ""MRNA"": 0.0089327757500128, ""MSFT"": 0.1713096723327495, ""MTCH"": 0.2154052830752267, ""NFLX"": 0.0091144878763867, ""NOC"": 0.0, ""WMT"": 0.0058806470445966, ""PEP"": 0.0090890501291694, ""PFE"": 0.0, ""PYPL"": 0.1157728171745269, ""SBUX"": 0.0009646438493618, ""TGT"": 0.0, ""TSLA"": 0.0, ""ULTA"": 0.0009595266350149, ""META"": 0.0087419808113567, ""NVDA"": 0.1466018705250965, ""LOW"": 0.0, ""TXN"": 1.0741310523880476e-05, ""KO"": 0.0, ""ADBE"": 0.0087239863225288, ""LMT"": 0.0015178383016114, ""AVGO"": 0.0087681992536684, ""AXP"": 0.0, ""BLK"": 0.0007109909580528, ""BMY"": 0.0, ""BRK-B"": 0.0087586147109341, ""CVX"": 1.729549984444176e-05, ""AAPL"": 0.0, ""DG"": 0.0, ""FTNT"": 0.057806889393431, ""GD"": 0.0, ""GOOG"": 0.0071399376135081, ""HD"": 8.365996824765491e-05, ""HWM"": 0.0, ""INTC"": 0.0437543835968004, ""IVZ"": 0.0017943849450292, ""DASH"": 0.0789502656641536}","MTCH:0.215, MSFT:0.171, NVDA:0.147, PYPL:0.116, DASH:0.079"
2024-10-28T09:55:00,40,28,0,0.9999999999999988,0.0,0.9999999999999989,10000.0,0.0,"{""NKE"": 0.0154645428584678, ""NFLX"": 0.005470143846009, ""MNST"": 0.0084109332101732, ""MSFT"": 0.1403480828705555, ""MRNA"": 0.0053610876397459, ""NOC"": 0.0, ""MTCH"": 0.1292774645808078, ""NVDA"": 0.1396105732064769, ""TGT"": 0.0, ""PFE"": 0.0, ""PYPL"": 0.0694821225274838, ""SBUX"": 0.0005789398908355, ""TSLA"": 0.0, ""TXN"": 6.446496441396318e-06, ""ULTA"": 0.0005758687475142, ""WMT"": 0.003529324486227, ""MMM"": 0.0296527582603476, ""PEP"": 0.0054548771477278, ""META"": 0.0052465803000364, ""LOW"": 0.0, ""BMY"": 0.0, ""LMT"": 0.0009109446364295, ""AAPL"": 0.0, ""ADBE"": 0.1385014772134933, ""AVGO"": 0.005262315539669, ""AXP"": 0.0, ""BLK"": 0.000426707771902, ""BRK-B"": 0.0052565632880707, ""CEG"": 0.0456850188155981, ""DASH"": 0.0473827290924825, ""CVX"": 1.0380053528057286e-05, ""FTNT"": 0.0346933370871692, ""GD"": 0.0, ""GOOG"": 0.1360140581749895, ""HD"": 5.0209300475655594e-05, ""HWM"": 0.0, ""INTC"": 0.0262595963057926, ""IVZ"": 0.001076916651549, ""KO"": 0.0, ""DG"": 0.0}","MSFT:0.140, NVDA:0.140, ADBE:0.139, GOOG:0.136, MTCH:0.129"
2024-10-29T09:55:00,43,30,0,0.9999999999999986,0.0,0.9999999999999986,10000.0,0.0,"{""MSFT"": 0.0745289487009415, ""NFLX"": 0.0029048068327516, ""MTCH"": 0.0686501256651805, ""MRNA"": 0.002846894788384, ""LOW"": 0.0, ""MMM"": 0.0157464844123675, ""META"": 0.0027860880322635, ""NKE"": 0.0082121258645568, ""MNST"": 0.004466452244497, ""NOC"": 0.0, ""WMT"": 0.0018741748245011, ""PEP"": 0.0028966997681607, ""PFE"": 0.0, ""PYPL"": 0.4609873121266413, ""SBUX"": 0.0003074340635262, ""TGT"": 0.0, ""TSLA"": 0.0, ""TXN"": 3.4232786993232615e-06, ""ULTA"": 0.0003058031963397, ""NVDA"": 0.0741373094366471, ""LMT"": 0.0004837383218157, ""AVGO"": 0.0027944439060552, ""KO"": 0.0, ""KR"": 0.0, ""ADBE"": 0.0735483469323161, ""AXP"": 0.0, ""BLK"": 0.0002265943430927, ""BMY"": 0.0, ""BRK-B"": 0.0027913892917312, ""CEG"": 0.0242600850262386, ""CVX"": 5.512112891624758e-06, ""DASH"": 0.069714334453724, ""AAPL"": 0.0, ""DLTR"": 0.0, ""DG"": 9.88708330970076e-05, ""INTC"": 0.0139446158861101, ""HWM"": 0.0, ""HD"": 2.6662611294175103e-05, ""IVZ"": 0.0005718743301432, ""GD"": 0.0, ""FTNT"": 0.0184231796199089, ""EBAY"": 0.000228814634346, ""GOOG"": 0.0722274544617764}","PYPL:0.461, MSFT:0.075, NVDA:0.074, ADBE:0.074, GOOG:0.072"
2024-10-30T09:55:00,43,31,0,0.9999999999999987,0.0,0.9999999999999988,10000.0,0.0,"{""LOW"": 0.0, ""NFLX"": 0.0014626011217948, ""META"": 0.0014028249436289, ""MMM"": 0.0079285223052292, ""WMT"": 0.0009436669488133, ""MRNA"": 0.0014334417917827, ""MSFT"": 0.0375261180010817, ""MTCH"": 0.0345660681037905, ""NKE"": 0.0041348926773363, ""PYPL"": 0.232112012491695, ""NVDA"": 0.0373289234679246, ""PEP"": 0.0014585191285857, ""PFE"": 0.0, ""SBUX"": 0.0001547963193702, ""TGT"": 0.0, ""TSLA"": 0.2517553155865706, ""TXN"": 1.7236572185778253e-06, ""ULTA"": 0.0001539751604037, ""LMT"": 0.00024356738774, ""NOC"": 0.0, ""KR"": 0.0, ""MNST"": 0.0022489061887313, ""IVZ"": 0.0002879448049221, ""AAPL"": 0.0, ""ADBE"": 0.0370323745856316, ""AVGO"": 0.0014070322149158, ""AXP"": 0.0, ""BLK"": 0.0001140926607108, ""BMY"": 0.0, ""BRK-B"": 0.0014054941841295, ""CEG"": 0.0122152107238754, ""CVX"": 2.7754074411595907e-06, ""KO"": 0.0, ""DG"": 4.97825155772886e-05, ""DLTR"": 0.0, ""EBAY"": 0.0001152106009612, ""FTNT"": 0.0092762667986365, ""GD"": 0.0, ""GOOG"": 0.0363672911840783, ""HD"": 1.3424908241454229e-05, ""HWM"": 0.0, ""INTC"": 0.2517553155865706, ""DASH"": 0.03510190854261}","TSLA:0.252, INTC:0.252, PYPL:0.232, MSFT:0.038, NVDA:0.037"
2024-10-31T09:55:00,44,31,0,0.9999999999999988,0.0,0.9999999999999987,10000.0,0.0,"{""NFLX"": 0.0008366112220072, ""MTCH"": 0.0197718708439191, ""MSFT"": 0.0214650262263903, ""META"": 0.0008024191099426, ""MNST"": 0.0012863795375908, ""MMM"": 0.0045351330828667, ""NKE"": 0.002365168167935, ""MRNA"": 0.0008199320178477, ""NOC"": 0.0, ""SBUX"": 8.854385244257132e-05, ""PEP"": 0.0008342763124574, ""PFE"": 0.0, ""PYPL"": 0.1327686075988689, ""TGT"": 0.0, ""TSLA"": 0.0, ""TXN"": 9.859359127158716e-07, ""ULTA"": 8.807414761592045e-05, ""WMT"": 0.0005397796757094, ""LOW"": 0.0, ""NVDA"": 0.0213522304976715, ""LMT"": 0.0001393211087164, ""KR"": 0.0, ""BMY"": 0.0, ""KO"": 0.0, ""AAPL"": 0.0, ""ADBE"": 0.0211826038516208, ""AVGO"": 0.0008048256788424, ""AXP"": 0.0, ""BLK"": 6.526126561578423e-05, ""BRK-B"": 0.000803945921678, ""CEG"": 0.0069871287656589, ""CVX"": 1.5875394708211538e-06, ""DG"": 2.8475713966773256e-05, ""DASH"": 0.0200783728133498, ""EBAY"": 6.590073002275851e-05, ""FTNT"": 0.0053060460479814, ""GD"": 0.0, ""GOOG"": 0.0208021746088021, ""GS"": 0.5720023111842149, ""HD"": 7.679078541547834e-06, ""HWM"": 0.0, ""INTC"": 0.1440046223684297, ""IVZ"": 0.0001647050939089, ""DLTR"": 0.0}","GS:0.572, INTC:0.144, PYPL:0.133, MSFT:0.021, NVDA:0.021"
2024-11-04T10:55:00,46,34,0,0.9999999999999987,0.0,0.9999999999999988,10000.0,0.0,"{""MSFT"": 0.0107452202396292, ""NFLX"": 0.0004188008782566, ""MTCH"": 0.0098976402137451, ""MRNA"": 0.0004104514022194, ""LOW"": 0.0, ""MMM"": 0.0022702513044926, ""META"": 0.0004016845807633, ""LUV"": 0.1700998456095168, ""NKE"": 0.1728147659764836, ""MNST"": 0.0006439512953481, ""NOC"": 0.0, ""ULTA"": 4.408921300953996e-05, ""PAYC"": 0.1576442511591873, ""PEP"": 0.0004176320412336, ""PFE"": 0.0, ""PYPL"": 0.066462901769241, ""SBUX"": 4.432434348442265e-05, ""TGT"": 0.0, ""TSLA"": 0.0, ""TXN"": 4.935516226514998e-07, ""WMT"": 0.0002702093831705, ""NVDA"": 0.010688755601087, ""LMT"": 6.974303135706003e-05, ""ADBE"": 0.0106038418604234, ""KO"": 0.0, ""KR"": 0.0, ""AAPL"": 3.312937725779425e-05, ""AVGO"": 0.000402889289883, ""AXP"": 0.0, ""BLK"": 3.2669266963037494e-05, ""BMY"": 0.0, ""CEG"": 0.0034977007080172, ""CVX"": 7.947095462713745e-07, ""DASH"": 0.0100510726452119, ""DG"": 1.4254714381735971e-05, ""BRK-B"": 0.0004024488904915, ""EBAY"": 3.298937772441614e-05, ""FTNT"": 0.0026561641614524, ""GD"": 0.0, ""GOOG"": 0.0104134020278992, ""GS"": 0.2863397764543491, ""HD"": 3.844085224778154e-06, ""HWM"": 0.0, ""INTC"": 0.0720875607862527, ""DLTR"": 0.0, ""IVZ"": 8.245005107260155e-05}","GS:0.286, NKE:0.173, LUV:0.170, PAYC:0.158, INTC:0.072"
2024-11-05T10:55:00,47,34,0,0.9999999999999987,0.0,0.9999999999999988,10000.0,0.0,"{""NFLX"": 0.0002416326751105, ""MTCH"": 0.0057105737029131, ""MSFT"": 0.0002601242884453, ""MRNA"": 0.0002368153350919, ""LUV"": 0.0981413432121247, ""MMM"": 0.0013098513502679, ""META"": 0.0002317572021447, ""NKE"": 0.0298231158564571, ""MNST"": 0.0003715361696078, ""NOC"": 0.0, ""WMT"": 0.0001559008576278, ""PAYC"": 0.0909549241681769, ""PEP"": 0.0, ""PFE"": 0.0, ""PYPL"": 0.0383466453484181, ""SBUX"": 2.5573512962162568e-05, ""TGT"": 0.0, ""TSLA"": 0.0, ""TXN"": 2.8476110027011053e-07, ""ULTA"": 2.5437851342057012e-05, ""LOW"": 0.0, ""NVDA"": 0.18415499496358, ""LMT"": 4.023915925696913e-05, ""TMUS"": 0.0011325863485666, ""KO"": 0.0, ""ADBE"": 0.0061180260314868, ""AVGO"": 0.0002324522749166, ""AXP"": 0.0, ""KR"": 0.0, ""BLK"": 1.8848963266364127e-05, ""BMY"": 0.0, ""BRK-B"": 0.0002321981806952, ""CEG"": 0.0020180444280168, ""CVX"": 4.585181253698168e-07, ""DASH"": 0.0057990985623126, ""AAPL"": 0.1841582566182671, ""DLTR"": 0.0, ""EBAY"": 1.903365538049147e-05, ""FTNT"": 0.001532508848922, ""GD"": 0.0, ""GOOG"": 0.0060081492652966, ""GS"": 0.165207500192564, ""HD"": 2.217895530885204e-06, ""HWM"": 0.0, ""INTC"": 0.1774340747156576, ""IVZ"": 4.7570641414625034e-05, ""DG"": 8.224444951821229e-06}","AAPL:0.184, NVDA:0.184, INTC:0.177, GS:0.165, LUV:0.098"
2024-11-06T10:55:00,48,33,0,0.9999999999999992,0.0,0.9999999999999991,9999.999999999998,0.0,"{""NOC"": 0.0, ""NKE"": 0.0182106245222488, ""NFLX"": 0.0046823420930505, ""MMM"": 0.0007998229036328, ""MSFT"": 0.0, ""MRNA"": 0.0001446044460688, ""MNST"": 0.0002268678334527, ""NVDA"": 0.327632129243682, ""MTCH"": 0.0034869969325443, ""ON"": 0.2473074809101461, ""TGT"": 0.0, ""PEP"": 0.0, ""PFE"": 0.0, ""PYPL"": 0.0234152716801616, ""SBUX"": 1.5615727226837437e-05, ""TMUS"": 0.0006915811490671, ""TSLA"": 0.0, ""TXN"": 1.7388114308782555e-07, ""ULTA"": 1.553288937589949e-05, ""WMT"": 9.51963569005072e-05, ""META"": 0.0001415158432438, ""PAYC"": 0.0555389980191375, ""LUV"": 0.059927177292516, ""LOW"": 0.0, ""AAPL"": 0.1124509216303463, ""LMT"": 2.4570880649983425e-05, ""ADBE"": 0.0037357959313506, ""AVGO"": 0.0309991716457117, ""AXP"": 0.0, ""BLK"": 1.1509575133917416e-05, ""BMY"": 0.0, ""CEG"": 0.0012322605567008, ""CVX"": 2.799808530384413e-07, ""DASH"": 0.0035410520816832, ""DG"": 5.022019819873821e-06, ""DLTR"": 0.0, ""BRK-B"": 0.0001417851140619, ""FTNT"": 0.0009357822757041, ""EBAY"": 1.1622352040219953e-05, ""KO"": 0.0, ""IVZ"": 2.9047638524889743e-05, ""INTC"": 0.0, ""HWM"": 0.0, ""KR"": 0.0, ""GS"": 0.1008791894430688, ""GOOG"": 0.0036687028568898, ""GD"": 0.0, ""HD"": 1.3542938617454768e-06}","NVDA:0.328, ON:0.247, AAPL:0.112, GS:0.101, LUV:0.060"
2024-11-07T10:55:00,48,33,0,0.999999999999999,0.0,0.9999999999999991,10000.0,0.0,"{""NVDA"": 0.1788375144644381, ""META"": 7.724621428760512e-05, ""MMM"": 0.0004365821521461, ""MNST"": 0.0001238354722422, ""MRNA"": 7.893212358373105e-05, ""MSFT"": 0.0, ""MTCH"": 0.0019033721320338, ""NFLX"": 0.0025558495246678, ""NKE"": 0.0099402425333623, ""NOC"": 0.0, ""ON"": 0.1349924236567678, ""LUV"": 0.0327111613278079, ""PEP"": 0.0, ""PFE"": 0.0, ""PYPL"": 0.0127811915072441, ""SBUX"": 8.523821672340198e-06, ""TGT"": 0.0, ""TMUS"": 0.0003774985500815, ""TSLA"": 0.0, ""TXN"": 9.491276546609235e-08, ""ULTA"": 8.478604753598083e-06, ""WMT"": 5.196279099200884e-05, ""PAYC"": 0.5457309628446193, ""LOW"": 0.0, ""AAPL"": 0.000117562076527, ""KR"": 0.0, ""LMT"": 1.341197895880699e-05, ""ADBE"": 0.0020391786985341, ""AVGO"": 0.0169208521165891, ""AXP"": 0.0, ""BLK"": 6.282484609317926e-06, ""BMY"": 0.0, ""CEG"": 0.0006726276071936, ""CVX"": 1.528271356371974e-07, ""DASH"": 0.0019328780554557, ""DG"": 2.741262110802886e-06, ""BRK-B"": 7.739319536648485e-05, ""EBAY"": 6.3440437172683365e-06, ""FTNT"": 0.0005107953748404, ""GD"": 0.0, ""GOOG"": 0.0020025560428073, ""GS"": 0.0550647567527399, ""HD"": 7.392393067435314e-07, ""HWM"": 0.0, ""INTC"": 0.0, ""IVZ"": 1.585561064125373e-05, ""DLTR"": 0.0, ""KO"": 0.0}","PAYC:0.546, NVDA:0.179, ON:0.135, GS:0.055, LUV:0.033"
2024-11-09T12:30:44,50,31,0,0.9999999999999993,0.0,0.9999999999999992,10000.000000000002,0.0,"{""NKE"": 0.0049706061694415, ""NFLX"": 0.0012780494412323, ""MTCH"": 0.0009517789159044, ""MSFT"": 0.0, ""LUV"": 0.0163571763726977, ""MNST"": 6.192377703632372e-05, ""MMM"": 0.0002183123733291, ""META"": 3.8626875351913234e-05, ""NOC"": 0.0, ""MRNA"": 3.9469912241638685e-05, ""NVDA"": 0.0894274812451524, ""WMT"": 2.598393033363077e-05, ""PAYC"": 0.2728921031520527, ""PEP"": 0.0, ""PFE"": 0.0, ""PYPL"": 0.0063912192429405, ""SBUX"": 4.262326643394517e-06, ""TGT"": 0.0, ""TMUS"": 0.0001887676900933, ""TSLA"": 0.0, ""TXN"": 4.7461012747033714e-08, ""ULTA"": 4.2397159782615125e-06, ""LOW"": 0.0, ""ON"": 0.0675027969995848, ""LMT"": 6.70664373965895e-06, ""AXP"": 0.0, ""KO"": 0.0, ""AAPL"": 0.0, ""ADBE"": 0.0010196888240411, ""AVGO"": 0.0084612514876411, ""BAC"": 0.0, ""BLK"": 3.1415487754637572e-06, ""BMY"": 0.0, ""BRK-B"": 0.5000487817836179, ""CEG"": 0.0003363466155712, ""COP"": 0.0, ""CVX"": 0.0, ""DASH"": 0.0009665333169669, ""KR"": 0.0, ""DLTR"": 0.0, ""DG"": 1.370764779056572e-06, ""INTC"": 0.0, ""HWM"": 0.0, ""HD"": 3.6965571478366907e-07, ""IVZ"": 7.928578785594295e-06, ""GOOG"": 0.0010013757096592, ""GD"": 0.0, ""FTNT"": 0.0002554226049296, ""EBAY"": 3.172331332402046e-06, ""GS"": 0.0275350645334188}","BRK-B:0.500, PAYC:0.273, NVDA:0.089, ON:0.068, GS:0.028"
2024-11-11T10:55:00,52,32,0,0.9999999999999992,0.0,0.9999999999999991,10000.0,0.0,"{""LUV"": 0.0081785881863488, ""NOC"": 0.0, ""META"": 1.9313437675956617e-05, ""MMM"": 0.0001091561866645, ""MNST"": 3.096188851816186e-05, ""MRNA"": 1.9734956120819343e-05, ""MSFT"": 0.0, ""MTCH"": 0.0004758894579522, ""NFLX"": 0.0006390247206161, ""NKE"": 0.0024853030847207, ""NVDA"": 0.0447137406225762, ""SBUX"": 2.1311633216972583e-06, ""PAYC"": 0.1364460515760263, ""PEP"": 0.0, ""PFE"": 0.0, ""PYPL"": 0.0031956096214702, ""SMCI"": 0.0, ""TGT"": 0.0, ""TMUS"": 9.43838450466904e-05, ""TSLA"": 0.0, ""TXN"": 2.3730506373516857e-08, ""LOW"": 0.0, ""WMT"": 1.2991965166815385e-05, ""ON"": 0.0337513984997924, ""ULTA"": 2.1198579891307563e-06, ""LMT"": 3.353321869829475e-06, ""KO"": 0.0, ""KR"": 0.0, ""AAPL"": 0.0, ""ADBE"": 0.0005098444120205, ""AVGO"": 0.0042306257438205, ""AXP"": 0.0, ""BAC"": 0.0, ""BLK"": 1.5707743877318786e-06, ""BRK-B"": 0.2500243908918089, ""CEG"": 0.0001681733077856, ""COP"": 0.0, ""CVX"": 0.0, ""DASH"": 0.0004832666584834, ""BMY"": 0.0, ""DLTR"": 0.0, ""DG"": 6.85382389528286e-07, ""INTC"": 0.0, ""HWM"": 0.0, ""HSY"": 0.5, ""HD"": 1.8482785739183453e-07, ""IVZ"": 3.964289392797148e-06, ""GOOG"": 0.0005006878548296, ""GD"": 0.0, ""FTNT"": 0.0001277113024648, ""EBAY"": 1.586165666201023e-06, ""GS"": 0.0137675322667094}","HSY:0.500, BRK-B:0.250, PAYC:0.136, NVDA:0.045, ON:0.034"
