ticker,total,pos,neg,neu,pos_pct,neg_pct,neu_pct
JPM,1,0,0,1,0.0,0.0,1.0
KDP,1,1,0,0,1.0,0.0,0.0
KO,4,3,0,1,0.75,0.0,0.25
KVUE,1,0,1,0,0.0,1.0,0.0
LHX,1,1,0,0,1.0,0.0,0.0
LLY,1,1,0,0,1.0,0.0,0.0
LMT,5,5,0,0,1.0,0.0,0.0
LOW,6,5,0,1,0.8333333333333334,0.0,0.16666666666666666
LRCX,1,1,0,0,1.0,0.0,0.0
LUV,2,2,0,0,1.0,0.0,0.0
MCD,10,6,1,3,0.6,0.1,0.3
META,11,10,0,1,0.9090909090909091,0.0,0.09090909090909091
MNST,1,1,0,0,1.0,0.0,0.0
MRK,1,1,0,0,1.0,0.0,0.0
MS,1,0,0,1,0.0,0.0,1.0
MSFT,48,35,3,10,0.7291666666666666,0.0625,0.20833333333333334
MU,4,4,0,0,1.0,0.0,0.0
NEE,1,0,0,1,0.0,0.0,1.0
NFLX,4,3,0,1,0.75,0.0,0.25
NKE,1,1,0,0,1.0,0.0,0.0
NOC,1,1,0,0,1.0,0.0,0.0
NOW,1,1,0,0,1.0,0.0,0.0
NVDA,91,70,9,12,0.7692307692307693,0.0989010989010989,0.13186813186813187
NXPI,1,0,0,1,0.0,0.0,1.0
O,1,1,0,0,1.0,0.0,0.0
ORCL,21,18,0,3,0.8571428571428571,0.0,0.14285714285714285
ORLY,1,1,0,0,1.0,0.0,0.0
OXY,3,3,0,0,1.0,0.0,0.0
PANW,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0
PEP,6,5,0,1,0.8333333333333334,0.0,0.16666666666666666
PFE,2,1,0,1,0.5,0.0,0.5
PG,1,1,0,0,1.0,0.0,0.0
PLD,1,1,0,0,1.0,0.0,0.0
PLTR,6,6,0,0,1.0,0.0,0.0
PYPL,2,2,0,0,1.0,0.0,0.0
QCOM,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
ROST,2,2,0,0,1.0,0.0,0.0
RSG,1,1,0,0,1.0,0.0,0.0
SBAC,1,1,0,0,1.0,0.0,0.0
SBUX,6,3,1,2,0.5,0.16666666666666666,0.3333333333333333
SMCI,5,3,2,0,0.6,0.4,0.0
T,2,1,0,1,0.5,0.0,0.5
TDY,1,1,0,0,1.0,0.0,0.0
TGT,1,1,0,0,1.0,0.0,0.0
TKO,1,1,0,0,1.0,0.0,0.0
TMUS,1,0,0,1,0.0,0.0,1.0
TSCO,1,1,0,0,1.0,0.0,0.0
TSLA,31,7,15,9,0.22580645161290322,0.4838709677419355,0.2903225806451613
TT,2,2,0,0,1.0,0.0,0.0
UAL,2,2,0,0,1.0,0.0,0.0
UNH,3,3,0,0,1.0,0.0,0.0
V,2,0,1,1,0.0,0.5,0.5
VZ,1,1,0,0,1.0,0.0,0.0
WDAY,1,1,0,0,1.0,0.0,0.0
WM,1,0,0,1,0.0,0.0,1.0
WMT,8,6,0,2,0.75,0.0,0.25
WSM,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333
